id,type,name,creator,starring,year,rating,time,genres,country,describle
81212831,Movie,Double World,,"Henry Lau, Peter Ho, Lin Chenhan",2020,TV-14,110 min,"Military Movies ,Period Pieces ,Action & Adventure Movies ",China,"Keen to bring honor to his clan, young villager Dong Yilong embarks on a perilous journey to compete in a tournament that selects warriors for battle."
81153955,Movie,Kingdom,,"Kento Yamazaki, Ryo Yoshizawa, Masami Nagasawa",2019,TV-14,133 min,"Military Movies ,Period Pieces ,Action & Adventure Movies",Japan,"After his friend dies in service to the king, a war orphan takes up his sword and vows to seek justice by restoring the deposed king to the throne."
81388316,Movie,Interceptor,,"Elsa Pataky, Luke Bracey, Aaron Glenane",2022,TV-14,98 min,"Military Movies ,Action & Adventure Movies",Australia,The last officer standing on a remote missile defense base wages the battle of her life against terrorists aiming 16 stolen nuclear weapons at the US.
70266110,Movie,Company of Heroes,,"Tom Sizemore, Chad Michael Collins, Vinnie Jones",2013,TV-MA,100 min,"Military Movies ,Drama Movies ,Action & Adventure Movies ",United States,"During the last major German offensive of World War II, a group of Allied soldiers sets out against all odds to turn the war around."
81410784,Movie,SAS: Rise of the Black Swan,,"Sam Heughan, Ruby Rose, Andy Serkis",2021,TV-MA,125 min,"Military Movies ,Movies Based on Books ,Action & Adventure Movies",United Kingdom,"A special forces operative traveling from London to Paris with his girlfriend takes action when armed, ruthless mercenaries seize control of their train."
81631722,Movie,Kingdom2: Far and Away,,"Kento Yamazaki, Ryo Yoshizawa, Kanna Hashimoto",2022,TV-14,134 min,"Military Movies ,Period Pieces ,Action & Adventure Movies",Japan,"An ambitious young war orphan, with no battlefield experience, joins the ragtag infantry attempting to fight off the far-superior invading army."
80098200,Movie,Spectral,,"James Badge Dale, Emily Mortimer, Bruce Greenwood",2016,TV-14,108 min,"Sci-Fi Movies ,Military Movies ,Action & Adventure Movies ",United States,"When an otherworldly force wreaks havoc on a war-torn European city, an engineer teams up with an elite Special Ops unit to stop it."
81582615,Movie,Medieval,,"Ben Foster, Sophie Lowe, Matthew Goode",2022,TV-MA,126 min,"Military Movies ,Drama Movies ,Period Pieces ,Movies Based on Real Life ,Action & Adventure Movies",Czech Republic,A righteous mercenary leader seizes his destiny as he wages war against the armies of the Teutonic Order and the Holy Roman Empire.
80993331,Movie,Hunter Killer,,"Gerard Butler, Gary Oldman, Common",2018,TV-MA,116 min,"Military Movies ,Movies Based on Books ,Action & Adventure Movies ",United States,"When the Russian president gets kidnapped in a coup, an American submarine captain leads a rescue mission in the hopes of avoiding all-out war."
81067756,Movie,Dynasty Warriors,,"Wang Kai, Louis Koo, Han Geng",2021,TV-14,120 min,"Military Movies ,Movies Based on Books ,Action & Adventure Movies ",China,"Warlords, warriors and statesmen wage a battle for supremacy in this fantasy tale based on the hit video games and the ""Romance of the Three Kingdoms."""
81166791,Movie,The Forgotten Battle,,"Gijs Blom, Jamie Flatters, Susan Radder",2021,TV-MA,127 min,"Military Movies ,Drama Movies ,Action & Adventure Movies",Netherlands,"During WWII's crucial Battle of the Scheldt, the lives of a glider pilot, a Nazi soldier and a reluctant Resistance recruit tragically intersect."
80091138,Movie,Jarhead 3: The Siege,,"Scott Adkins, Charlie Weber, Dante Basco",2016,TV-MA,89 min,"Military Movies ,Drama Movies ,Action & Adventure Movies ",United States,"After a U.S. embassy comes under attack, unsuspecting Marines guarding the compound are swept into a ferocious battle to protect civilian lives."
81577427,Movie,Mat Kilau,,"Adi Putra, Beto Kusyairy, Fattah Amin",2022,TV-14,117 min,"Military Movies ,Drama Movies ,Period Pieces ,Action & Adventure Movies ,Social Issue Dramas",Malaysia,"After British armies invade Pahang, a legendary warrior leads his people into guerilla warfare to protect their home from the threat of colonization."
80118916,Movie,Sand Castle,,"Nicholas Hoult, Logan Marshall-Green, Henry Cavill",2017,TV-MA,113 min,"Military Movies ,Drama Movies ,Independent Movies ,Movies Based on Real Life ,Action & Adventure Movies ",United States,"After the invasion of Iraq in 2003, a reluctant soldier's platoon is dispatched on a dangerous mission to repair a hostile village's water system."
70305907,Movie,Fury,,"Brad Pitt, Shia LaBeouf, Logan Lerman",2014,TV-MA,134 min,"Military Movies ,Drama Movies ,Action & Adventure Movies ",United States,"In the chaotically violent final days of World War II, an American tank commander and his crew venture behind enemy lines on a life-or-death mission."
81631030,Movie,Air Force The Movie: Danger Close,,"Aiman Hakim Ridza, Adi Putra, Nas-T",2022,TV-PG,103 min,"Military Movies ,Drama Movies ,Action & Adventure Movies",Malaysia,"After a militia group shoots down a special forces aircraft, nine survivors must hold out on the ground while a rescue mission is devised."
80011706,Movie,The Admiral: Roaring Currents,,"Choi Min-sik, Ryu Seung-ryong, Cho Jin-woong",2014,TV-MA,109 min,"Military Movies ,Drama Movies ,Period Pieces ,Movies Based on Real Life ,Action & Adventure Movies",South Korea,"With the odds stacked against him, a Korean admiral defends his land against the Japanese by luring the enemy's massive armada into a deadly trap."
80190859,Movie,Outlaw King,,"Chris Pine, Aaron Taylor-Johnson, Florence Pugh",2018,TV-MA,121 min,"Military Movies ,Drama Movies ,Period Pieces ,Movies Based on Real Life ,Action & Adventure Movies ",United States,"In 14th-century Scotland, Robert the Bruce claims the crown and leads a fierce uprising to win back the country's independence from English rule."
81204150,Movie,The Battle of Jangsari,,"Kim Myung-min, Choi Min-ho, Kim Sung-cheol",2019,TV-14,103 min,"Military Movies ,Drama Movies ,Action & Adventure Movies",South Korea,"During the Korean War, 772 ill-trained South Korean student soldiers stage a perilous mission to divert North Korean attention to Jangsari Beach."
70260990,Movie,The Last Supper,,"Liu Ye, Daniel Wu, Chang Chen",2012,TV-14,116 min,"Military Movies ,Drama Movies ,Period Pieces ,Action & Adventure Movies ",China,"After the fall of the Qin Dynasty, alliances form and fracture as the ambitious Han Dynasty founder Liu Bang battles for supremacy in ancient China."
80041653,Movie,The Siege of Jadotville,,"Jamie Dornan, Guillaume Canet, Emmanuelle Seigner",2016,TV-MA,108 min,"Military Movies ,Drama Movies ,Movies Based on Books ,Movies Based on Real Life ,Action & Adventure Movies",Ireland,"Besieged by overwhelming enemy forces, Irish soldiers on a U.N. peacekeeping mission in Africa valiantly defend their outpost in this true story."
81242574,Movie,Major (Hindi),,"Adivi Sesh, Prakash Raj, Sobhita Dhulipala",2022,TV-14,145 min,"Military Movies ,Drama Movies ,Movies Based on Real Life ,Action & Adventure Movies",India,"This biopic follows the life of Indian Army officer Major Sandeep Unnikrishnan, from his childhood to his heroic actions during the 2008 Mumbai attacks."
81292944,Movie,Gunjan Saxena: The Kargil Girl,,"Janhvi Kapoor, Pankaj Tripathi, Angad Bedi",2020,TV-PG,112 min,"Bollywood Movies ,Military Movies ,Drama Movies ,Action & Adventure Movies ,Social Issue Dramas",India,Flight Lieutenant Gunjan Saxena makes history in her journey from aspiring aviator to India’s first female combat pilot in the Kargil War.
81256747,Movie,Robbing Mussolini,,"Pietro Castellitto, Matilda De Angelis, Filippo Timi",2022,TV-MA,90 min,"Military Movies ,Crime Movies ,Drama Movies ,Action & Adventure Movies",Italy,"At the end of WWII, a ragtag group of resistance fighters plans an impossible heist: to steal Mussolini’s treasure from Milan’s fascist headquarters."
81242575,Movie,Major (Telugu),,"Adivi Sesh, Prakash Raj, Sobhita Dhulipala",2022,TV-14,145 min,"Military Movies ,Drama Movies ,Movies Based on Real Life ,Action & Adventure Movies ",India,"This biopic follows the life of Indian Army officer Major Sandeep Unnikrishnan, from his childhood to his heroic actions during the 2008 Mumbai attacks."
81045635,Movie,Da 5 Bloods,,"Delroy Lindo, Jonathan Majors, Clarke Peters",2020,TV-MA,155 min,"Music ,Military Movies ,Drama Movies ,Action & Adventure Movies ",United States,Four African American veterans return to Vietnam decades after the war to find their squad leader's remains — and a stash of buried gold. From Spike Lee.
70217912,Movie,Snow White & the Huntsman,,"Kristen Stewart, Chris Hemsworth, Charlize Theron",2012,TV-14,127 min,"Movies Based on Books ,Action & Adventure Movies ",United States,"In this updated take on the fairy tale, a hunter sent to capture an escaped Snow White instead becomes her mentor in a quest to defeat the wicked queen."
81002747,Movie,Spider-Man: Into the Spider-Verse,,"Shameik Moore, Jake Johnson, Hailee Steinfeld",2018,TV-PG,116 min,"Sci-Fi Movies ,Action & Adventure Movies ",United States,"After being bitten by a radioactive spider, Brooklyn teen Miles Morales gets a crash course in web-slinging from his alternate-dimension counterparts."
70262639,Movie,World War Z,,"Brad Pitt, Mireille Enos, Daniella Kertesz",2013,TV-MA,117 min,"Sci-Fi Movies ,Horror Movies ,Movies Based on Books ,Action & Adventure Movies ",United States,"When a zombie pandemic threatens to destroy humanity, a former UN investigator goes on a perilous global journey to track down the source of the virus."
80164399,Movie,Transformers: The Last Knight,,"Mark Wahlberg, Anthony Hopkins, Josh Duhamel",2017,TV-PG,155 min,"Sci-Fi Movies ,Action & Adventure Movies ",United States,"After Optimus Prime takes a dark turn, Cade Yeager joins forces with a group of Autobots to stop a villainous plot to destroy Earth."
70208107,Movie,47 Ronin,,"Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki",2013,TV-14,118 min,Action & Adventure Movies ,United States,This action-adventure follows the exploits of 47 samurai warriors who plot to exact revenge on a court official responsible for their master's death.
81198933,Movie,Morbius,,"Jared Leto, Matt Smith, Adria Arjona",2022,TV-14,104 min,"Sci-Fi Movies ,Action & Adventure Movies ",United States,A biochemist with a rare blood disease in search of a cure injects himself with a dangerous serum that gives him super strength and a thirst for blood.
70217908,Movie,Battleship,,"Taylor Kitsch, Alexander Skarsgård, Rihanna",2012,TV-PG,131 min,"Sci-Fi Movies ,Action & Adventure Movies ",United States,The classic Battleship board game moves to the screen in this at-sea adventure about defending planet Earth from a mysterious enemy fleet.
80005628,Movie,Teenage Mutant Ninja Turtles,,"Megan Fox, Will Arnett, William Fichtner",2014,TV-14,102 min,"Sci-Fi Movies ,Comedy Movies ,Action & Adventure Movies ",United States,The heroes in a half-shell emerge from the sewers to combat a crime wave gripping New York City in this 2014 reboot of the beloved turtle saga.
81245455,Movie,Troll,,"Ine Marie Wilmann, Kim Falck, Mads Sjøgård Pettersen",2022,TV-PG,103 min,Action & Adventure Movies,Norway,"When an explosion in the Norwegian mountains awakens an ancient troll, officials appoint a fearless paleontologist to stop it from wreaking deadly havoc."
80993105,Movie,Mowgli: Legend of the Jungle,,"Christian Bale, Cate Blanchett, Benedict Cumberbatch",2018,TV-PG,105 min,"Family Movies ,Drama Movies ,Movies Based on Books ,Action & Adventure Movies",United Kingdom,An orphaned boy raised by animals in the jungle seizes his destiny while confronting a dangerous enemy -- and his own human origins.
81520516,Movie,65,,"Adam Driver, Ariana Greenblatt, Chloe Coleman",2023,TV-14,92 min,"Sci-Fi Movies ,Action & Adventure Movies ",United States,"After surviving a crash landing, an astronaut and his passenger must outlast the perils of prehistoric Earth to reach their only hope for escape."
81002746,Movie,Mortal Engines,,"Hera Hilmar, Robert Sheehan, Hugo Weaving",2018,TV-PG,128 min,"Sci-Fi Movies ,Movies Based on Books ,Action & Adventure Movies ",United States,"In a post-apocalyptic new world, a young woman and her rebel friends seek to stop the giant mobile city of London from devouring everything in its path."
81198984,Movie,Snake Eyes: G.I. Joe Origins,,"Henry Golding, Andrew Koji, Úrsula Corberó",2021,TV-PG,122 min,"Sci-Fi Movies ,Action & Adventure Movies ",United States,"Taken in by an ancient clan, strong-willed warrior Snake Eyes trains to become the ultimate weapon to strike down the deadly Cobra organization."
81004276,Movie,Bumblebee,,"Hailee Steinfeld, John Cena, Jorge Lendeborg Jr.",2018,TV-PG,115 min,"Sci-Fi Movies ,Action & Adventure Movies ",United States,"Fleeing from the Decepticons in 1987, Bumblebee hides out on Earth. But after he befriends a sad teen, the battered Beetle’s foes are hot on his trail."
80117445,Movie,Assassin's Creed,,"Michael Fassbender, Marion Cotillard, Jeremy Irons",2016,TV-PG,115 min,"Sci-Fi Movies ,Action & Adventure Movies ",United States,A revolutionary technology allows a man to relive the memories and learn the assassin skills of his 15th-century ancestor. Based on the video game.
80052541,Movie,The Last Witch Hunter,,"Vin Diesel, Rose Leslie, Elijah Wood",2015,TV-14,106 min,Action & Adventure Movies ,United States,"When a powerful coven aims to unleash a deadly plague on New York, an immortal witch hunter, a priest and a young witch must thwart the lethal plan."
80167481,Movie,How It Ends,,"Theo James, Forest Whitaker, Kat Graham",2018,TV-14,113 min,"Sci-Fi Movies ,Action & Adventure Movies ",United States,"Worried about his pregnant fiancée amid a sudden cataclysm, a young lawyer embarks on a dangerous road trip west with his future father-in-law."
81010972,Movie,Hellboy,,"David Harbour, Milla Jovovich, Ian McShane",2019,TV-MA,120 min,Action & Adventure Movies ,United States,A half-demon paranormal investigator questions his defending of humans as a dismembered sorceress rejoins the living to fulfill an inhumane prophecy.
70275284,Movie,Seventh Son,,"Jeff Bridges, Ben Barnes, Julianne Moore",2014,TV-14,102 min,"Movies Based on Books ,Action & Adventure Movies ",United States,"In the 18th century, apprentice exorcist Tom Ward is the lynchpin in a battle between good and evil when imprisoned witch Mother Malkin escapes."
80203059,Movie,Pacific Rim: Uprising,,"John Boyega, Scott Eastwood, Charlie Day",2018,TV-PG,110 min,"Sci-Fi Movies ,Action & Adventure Movies ",United States,"Stacker Pentecost's son, Jake, teams with an old pilot pal and a Jaeger hacker to fight a new monstrous Kaiju threat in an immense, humanity-saving war."
81074110,Movie,Outside the Wire,,"Anthony Mackie, Damson Idris, Emily Beecham",2021,TV-MA,115 min,"Sci-Fi Movies ,Action & Adventure Movies ",United States,"In the near future, a drone pilot sent into a war zone finds himself paired with a top-secret android officer on a mission to stop a nuclear attack."
70293702,Movie,The Amazing Spider-Man 2,,"Andrew Garfield, Emma Stone, Jamie Foxx",2014,TV-PG,141 min,"Sci-Fi Movies ,Action & Adventure Movies ",United States,Spider-Man squares off against the Rhino and the powerful Electro while struggling to keep his promise to leave Gwen Stacy out of his dangerous life.
70299855,Movie,Transformers: Age of Extinction,,"Mark Wahlberg, Stanley Tucci, Kelsey Grammer",2014,TV-PG,166 min,"Sci-Fi Movies ,Action & Adventure Movies ",United States,"Five years after Chicago was destroyed, humans have turned against all robots. But a single dad and inventor resurrects one that may save the world."
70270364,Movie,Snowpiercer,,"Chris Evans, Song Kang-ho, Ed Harris",2013,TV-MA,125 min,"Sci-Fi Movies ,Action & Adventure Movies",South Korea,The Earth's remaining inhabitants are confined to a single train circling the globe as revolution brews among the class-divided cars.
80185760,Movie,Blade Runner 2049,,"Ryan Gosling, Harrison Ford, Ana de Armas",2017,TV-MA,163 min,"Sci-Fi Movies ,Crime Movies ,Drama Movies ,Action & Adventure Movies ",United States,"The contents of a hidden grave draw the interest of an industrial titan and send Officer K, an LAPD blade runner, on a quest to find a missing legend."
80204465,Movie,Project Power,,"Jamie Foxx, Joseph Gordon-Levitt, Dominique Fishback",2020,TV-14,113 min,"Sci-Fi Movies ,Crime Movies ,Action & Adventure Movies ",United States,"An ex-soldier, a teen and a cop collide in New Orleans as they hunt for the source behind a dangerous new pill that grants users temporary superpowers."
80198975,Movie,The Last Days of American Crime,,"Edgar Ramírez, Michael Pitt, Anna Brewster",2020,TV-MA,149 min,"Sci-Fi Movies ,Crime Movies ,Drama Movies ,Independent Movies ,Action & Adventure Movies ",United States,"A bank robber joins a plot to commit one final, historic heist before the government turns on a mind-altering signal that will end all criminal behavior."
80236421,Movie,Extinction,,"Michael Peña, Lizzy Caplan, Israel Broussard",2018,TV-14,95 min,"Sci-Fi Movies ,Drama Movies ,Action & Adventure Movies ",United States,"Plagued by dreams of an alien invasion, a family man faces his worst nightmare when an extraterrestrial force begins exterminating Earth's inhabitants."
81001991,Movie,Altered Carbon: Resleeved,,"Tatsuhisa Suzuki, Rina Sato, Ayaka Asai",2020,TV-MA,74 min,"Action Anime ,Sci-Fi Movies ,Mystery & Thriller Anime ,Movies Based on Books ,Action & Adventure Movies ,Sci-Fi Anime ,Anime Movies",Japan,"On the planet Latimer, Takeshi Kovacs must protect a tattooist while investigating the death of a yakuza boss alongside a no-nonsense CTAC."
81453003,Movie,How I Became a Superhero,,"Pio Marmaï, Vimala Pons, Benoît Poelvoorde",2021,TV-PG,101 min,"Sci-Fi Movies ,Crime Movies ,Drama Movies ,Movies Based on Books ,Action & Adventure Movies",France,"In a world where humans and superheroes coexist, a lone wolf cop teams up with a bright detective to dismantle a dark plot to extract superpowers."
80100171,Movie,Psycho-Pass: The Movie,,"Kana Hanazawa, Tomokazu Seki, Kenji Nojima",2015,TV-MA,113 min,"Action Anime ,Sci-Fi Movies ,Mystery & Thriller Anime ,Crime Movies ,Action & Adventure Movies ,Sci-Fi Anime ,Anime Movies",Japan,"In a future Japan, a network of crime-predicting surveillance tools is poised to be launched worldwide when terrorists infiltrate the system."
80218556,Movie,Tam Cam: The Untold Story,,"Isaac, Lan Ngoc, Huu Chau",2016,TV-PG,115 min,"Drama Movies ,Period Pieces ,Action & Adventure Movies",Vietnam,"After a country woman weds a prince, a kingdom falls into peril when her stepmother and stepsister insert themselves into this fairytale romance."
80097691,Movie,The Monkey King 2,,"Aaron Kwok, Gong Li, Feng Shaofeng",2016,TV-PG,118 min,"Martial Arts Movies ,Movies Based on Books ,Action & Adventure Movies ",China,"After escaping the Mountain of Five Elements, the Monkey King accompanies the young monk who freed him on a dangerous quest to recover sacred scrolls."
80226333,Movie,Wu Kong,,"Eddie Peng, Shawn Yue, Ni Ni",2017,TV-14,123 min,"Martial Arts Movies ,Movies Based on Books ,Period Pieces ,Action & Adventure Movies ",China,"Seeking revenge for the destruction of his paradise, mythical monkey warrior Sun Wukong descends upon the immortal world to disrupt the heavenly order."
81710853,Movie,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,,"Miho Okasaki, Yuma Uchida, Riko Fukumoto",2022,TV-14,108 min,"Action Anime ,Movies Based on Books ,Fantasy Anime ,Action & Adventure Movies ,Anime Movies",Japan,"Believing he's the last Ogre survivor of the Orc massacres, Hiiro enters the service of Queen Towa of Raja and tries to lift a curse with Rimuru's help."
80214451,Movie,Along with the Gods: The Two Worlds,,"Ha Jung-woo, Cha Tae-hyun, Ju Ji-hoon",2017,TV-14,139 min,"Drama Movies ,Action & Adventure Movies",South Korea,"A firefighter dies and arrives in the afterlife, where Guardians take him through the seven trials and a perilous journey through different hells."
81386963,Movie,The Yin-Yang Master: Dream Of Eternity,,"Mark Chao, Deng Lun, Wang Ziwen",2021,TV-14,132 min,"Mystery Movies ,Movies Based on Books ,Action & Adventure Movies ",China,"When a demonic serpent reawakens, the Yin-Yang Masters must solve a murder mystery and protect their realms from a dark conspiracy at the royal court."
81602834,Movie,Jujutsu Kaisen 0: The Movie,,"Megumi Ogata, Yuichi Nakamura, Koki Uchiyama",2021,TV-14,104 min,"Action Anime ,Fantasy Anime ,Action & Adventure Movies ,Anime Movies",Japan,"A despondent high school student enrolls in Jujutsu High so he can break the violent curse haunting him, in this prequel to the ""Jujutsu Kaisen"" series."
81504698,Movie,Green Snake,,"Tang Xiaoxi, Zhang Fuzheng, Wei Chao",2021,TV-PG,133 min,"Adult Animation ,Action & Adventure Movies ",China,"While trying to free her sister from Fahai's clutches, Xiao Qing winds up in a dystopian city and meets a mysterious man who can't recall his past life."
80226424,Movie,Psychokinesis,,"Ryu Seung-ryong, Shim Eun-kyung, Park Jeong-min",2018,TV-14,101 min,"Sci-Fi Movies ,Comedy Movies ,Action & Adventure Movies",South Korea,"Suddenly possessed with supernatural powers, a father sets out to help his estranged daughter, who's at risk of losing everything she's lived for."
81441310,Movie,The Lost Dragod,,"Van Veronica Ngo, Petey Majik Nguyen, Lê Khánh",2015,TV-PG,99 min,"Romantic Comedy Movies ,Comedy Movies ,Romantic Movies ,Action & Adventure Movies",Vietnam,"On a trip down to Earth in search of a lost Dragon Prince who will protect their realm from evil, two fairies experience what it's like to be human."
81613633,Movie,Leio,,"Golf Pichaya Nitipaisankul, Dhanantorn Neerasingh, Natthacha De Souza",2022,TV-14,108 min,Action & Adventure Movies,Thailand,A disgraced pop star returns home for a funeral and agrees to enter a water-drilling contest — on cursed land — to save his drought-stricken hometown.
70305930,Movie,The Hobbit: The Battle of the Five Armies,,"Ian McKellen, Martin Freeman, Richard Armitage",2014,TV-14,144 min,"Movies Based on Books ,Action & Adventure Movies ",United States,Bilbo and the dwarves come under a final attack as armies from across Middle-earth converge on the Lonely Mountain to claim Smaug's hoard of gold.
70307747,Movie,Once Upon a Time in Vietnam,,"Dustin Nguyen, Van Veronica Ngo, Roger Yuan",2013,TV-14,102 min,"Drama Movies ,Martial Arts Movies ,Action & Adventure Movies ,Social Issue Dramas",Vietnam,"Wandering the countryside, brooding warrior-monk Dao takes up arms to protect a village beleaguered by a crime boss. But Dao has his own past to face."
81266975,Movie,Fullmetal Alchemist The Revenge of Scar,,"Ryosuke Yamada, Tsubasa Honda, Dean Fujioka",2022,TV-PG,125 min,"Sci-Fi Movies ,Drama Movies ,Action & Adventure Movies",Japan,"In this sequel to the first feature film, the Elric brothers meet their toughest opponent yet — a lone serial killer with a large scar on his forehead."
80118543,Movie,Kingsglaive: Final Fantasy XV,,"Aaron Paul, Lena Headey, Sean Bean",2016,TV-14,115 min,"Adult Animation ,Sci-Fi Movies ,Action & Adventure Movies ",United States,King Regis of Lucis orders his Kingsglaive warriors to stop the army of Niflheim before it invades and steals the crystal that gives Lucis its power.
